,La Paz,La Paz,La Paz,La Paz,La Paz,Cochabamba,Cochabamba,Cochabamba,Cochabamba,Cochabamba,Santa Cruz,Santa Cruz,Santa Cruz,Santa Cruz,Santa Cruz,Oruro,Oruro,Oruro,Oruro,Oruro,Potosi,Potosi,Potosi,Potosi,Potosi,Tarija,Tarija,Tarija,Tarija,Tarija,Chuquisaca,Chuquisaca,Chuquisaca,Chuquisaca,Chuquisaca,Beni,Beni,Beni,Beni,Beni,Pando,Pando,Pando,Pando,Pando
,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual
2021-08-29,745557,465643,0,152740,,581486,371924,0,128173,,993534,539856,0,286765,,161376,107950,0,24148,,148440,103921,0,44937,,219399,154935,0,26187,,185765,125821,0,27076,,119524,62002,0,1852,,43654,28129,0,0,
2021-08-30,749780,471431,0,167491,,583054,372822,0,130022,,994976,541096,0,306993,,161888,111188,0,26910,,159697,105266,0,47862,,220492,158599,0,26616,,193399,131625,0,27443,,123276,63457,0,2027,,44335,28387,0,0,
2021-08-31,755460,474538,0,171799,,588860,375909,0,134515,,1001434,545222,0,,,163055,112046,0,28223,,160919,107152,0,52040,,221253,159887,0,27062,,193888,135100,0,28309,,123889,65585,0,2153,,44555,29266,0,0,
2021-09-01,756698,480736,0,178974,,588880,376299,0,136315,,1001483,546150,0,,,164130,113405,0,28347,,163074,109201,0,54973,,221783,161058,0,27163,,195932,138461,0,28622,,124461,66672,0,2587,,44935,29776,0,0,
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-03,759013,485585,0,188089,,588961,378476,0,139057,,1001617,548501,0,,,165766,114879,0,28794,,166007,112605,0,56970,,222512,162472,0,27412,,197447,140777,0,29131,,125325,69029,0,3201,,45869,30822,0,0,
2021-09-04,759798,487996,0,190608,,589022,379161,0,140025,,1001679,550250,0,,,166371,115337,0,29066,,167140,114133,0,57763,,222898,162872,0,27806,,197922,141376,0,29328,,125639,69765,0,3420,,46283,30952,0,0,
2021-09-05,759844,488232,0,191259,,589022,379281,0,140321,,1001693,551397,0,,,166564,115373,0,29097,,167356,114404,0,57985,,222940,162925,0,27806,,197935,141408,0,29349,,125664,69819,0,3420,,46283,30952,0,0,
2021-09-06,760749,490839,0,193696,,589044,381382,0,141719,,1001759,554820,0,,,167277,115871,0,29443,,168559,116398,0,58986,,223639,163966,0,28400,,198442,142272,0,29647,,126021,70945,0,3706,,46832,31037,0,0,
2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-08,764066,500069,0,197166,,589891,391410,0,143623,,1001860,565876,0,,,168697,117198,0,29728,,170703,119985,0,60554,,225074,166485,0,29297,,199442,144569,0,30168,,127077,73056,0,4013,,47309,31263,0,0,
2021-09-09,765607,504156,0,198521,,589984,393784,0,144504,,1002688,573291,0,314997,,169224,118622,0,29801,,172088,121403,0,61110,,225608,167484,0,29638,,199926,146006,0,30363,,127484,74047,0,4185,,47478,31450,0,0,
2021-09-10,767358,506997,0,199762,,590261,395863,0,145540,,1003888,577728,0,315022,,169608,119494,0,29914,,173331,122556,0,61599,,226154,168441,0,29973,,200342,146882,0,30664,,127879,75355,0,4367,,47745,31727,0,0,
2021-09-11,767864,508316,0,200216,,590263,396153,0,145849,,1004030,578542,0,315025,,169681,119564,0,29945,,173547,122774,0,61800,,226196,168590,0,30062,,200473,147013,0,30708,,127891,75381,0,4379,,47755,31752,0,0,
2021-09-12,768369,509613,0,200568,,590267,396455,0,146150,,1004208,578983,0,315025,,169695,119585,0,29945,,173692,122816,0,61949,,226200,168596,0,30102,,200521,147085,0,30715,,127912,75382,0,4391,,47759,31754,0,0,
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-14,772649,514546,0,203632,,590278,399328,0,147959,,1006656,585192,0,315035,,170625,120718,0,30251,,176239,124976,0,63079,,227169,170893,0,30833,,202013,148773,0,31288,,128893,77591,0,4819,,47980,32180,0,0,
2021-09-15,774857,516421,0,205351,,590299,401954,0,148745,,1007778,588165,0,315040,,171153,121549,0,30462,,177837,125998,0,63647,,227600,171395,0,31488,,202603,149451,0,31549,,129455,79274,0,5059,,48096,32435,0,0,
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-18,781746,519164,0,207119,,592479,406793,0,150212,,1009394,592268,0,315055,,171876,122833,0,30671,,180152,127204,0,64978,,228452,172386,0,32034,,203728,150126,0,31864,,130377,81349,0,5358,,48298,32787,0,0,
2021-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,787879,521777,0,209274,,593814,421121,0,151651,,1009535,604275,0,315065,,172260,123641,0,30809,,182417,128766,0,66075,,229489,173928,0,32225,,204697,151034,0,32515,,130820,82917,0,5824,,48419,32921,0,0,
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-22,799210,545983,0,212754,,597436,458380,0,153039,,1010842,647511,0,315082,,173104,127701,0,31143,,185113,130832,0,68930,,230334,181752,0,32506,,205794,155361,0,32921,,131791,85360,0,6691,,48673,33286,0,0,
2021-09-23,799210,545983,0,212754,,597436,458380,0,153039,,1010842,647511,0,315082,,173104,127701,0,31143,,185113,130832,0,68930,,230334,181752,0,32506,,205794,155361,0,32921,,131791,85360,0,6691,,48673,33286,0,0,
2021-09-24,802413,554396,0,213737,,598893,464718,0,153477,,1010852,649332,0,315085,,173423,130963,0,31261,,185871,131730,0,69835,,230742,184184,0,32607,,206190,156797,0,33098,,132215,86168,0,6992,,48690,33298,0,0,
2021-09-25,804117,556207,0,214525,,599276,466010,0,153691,,1010857,649834,0,315088,,173461,131687,0,31300,,185905,131970,0,70278,,230766,184387,0,32669,,206347,157918,0,33116,,132221,86183,0,7004,,48691,33298,0,0,
2021-09-26,805446,556815,0,215324,,599503,466171,0,154014,,1010858,650593,0,315088,,173470,131803,0,31300,,185918,131993,0,70617,,230767,184392,0,32676,,206390,157950,0,33121,,132224,86188,0,7019,,48691,33324,0,0,
2021-09-27,810159,565709,0,217760,,601556,470684,0,154948,,1010987,661007,0,315092,,173869,134175,0,31470,,187039,134317,0,70943,,231182,187007,0,32874,,207115,159646,0,33447,,132592,87272,0,7569,,48778,33457,0,0,
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-29,817993,581773,0,222827,,605362,477506,0,156278,,1011489,677856,0,315098,,174791,137556,0,31676,,188445,137649,0,71231,,231868,190144,0,33124,,208072,162071,0,33890,,133684,89148,0,8143,,49002,33779,0,0,
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,821216,589961,0,225088,,609196,481665,0,156780,,1012839,685830,0,315103,,175355,139080,0,31747,,188659,138904,0,71260,,232468,191872,0,33255,,208553,163068,0,33969,,134007,90218,0,8303,,49080,33914,0,0,
2021-10-02,821423,590586,0,225328,,609723,481993,0,156972,,1013090,686102,0,315103,,175417,139251,0,31756,,188688,139269,0,71267,,232478,191894,0,33260,,208645,163269,0,33978,,134015,90218,0,8303,,49084,33921,0,0,
2021-10-03,821623,590924,0,225699,,610370,482148,0,157244,,1013291,686513,0,315103,,175435,139257,0,31756,,188713,139404,0,71267,,232479,191898,0,33261,,208737,163325,0,33982,,134244,90522,0,8728,,49088,33921,0,0,
2021-10-04,824958,596929,0,228378,,613488,485031,0,158676,,1015265,690970,0,315567,,176048,140499,0,32039,,189956,142402,0,71807,,232871,193169,0,33442,,209323,164837,0,34413,,135088,91727,0,9543,,49436,34490,0,0,
2021-10-05,826326,600602,0,229056,,616104,486469,0,159182,,1016839,694444,0,316153,,176470,141298,0,32100,,190263,143510,0,71887,,233209,193941,0,33518,,209706,165598,0,34574,,135399,92713,0,9844,,49475,34579,0,0,
2021-10-06,827788,603839,0,229847,,618229,487904,0,159971,,1018293,697173,0,316719,,176774,141945,0,32123,,190637,144259,0,71926,,233463,194538,0,33616,,210036,166646,0,34666,,135743,93981,0,10113,,49586,34682,0,0,
2021-10-07,829072,606446,0,230635,,619961,489491,0,160665,,1019533,699496,0,317393,,177045,142501,0,32153,,190841,144932,0,71985,,233700,194977,0,33721,,210332,167460,0,34761,,135794,94166,0,10181,,49649,34799,0,0,
2021-10-08,830202,609727,0,231531,,621902,491224,0,161269,,1020950,702865,0,317899,,177330,143123,0,32171,,191079,145892,0,72077,,233700,194977,0,33721,,210612,168163,0,34869,,136085,94890,0,10334,,49719,34886,0,0,
2021-10-09,830448,610159,0,231901,,622154,491508,0,161518,,1021261,703448,0,318002,,177366,143243,0,32187,,191093,145977,0,72085,,233981,195546,0,33948,,210644,168256,0,34877,,136085,94893,0,10335,,49719,34886,0,0,
2021-10-10,830721,610186,0,232406,,622482,491620,0,161956,,1021525,703671,0,318057,,177367,143248,0,32187,,191166,146050,0,72090,,233990,195564,0,33948,,210668,168290,0,34882,,136095,94898,0,10350,,49802,34929,0,0,
2021-10-11,832156,614306,0,234303,,624595,494143,0,162708,,1022231,705527,0,318282,,177759,143895,0,32261,,191724,147505,0,72199,,234170,195834,0,34034,,211087,168960,0,35105,,136297,95735,0,10574,,49886,35017,0,0,
2021-10-12,833219,619240,0,235300,,626242,496990,0,163240,,1023542,716492,0,318572,,178133,144411,0,32282,,192041,148433,0,72252,,234399,196312,0,34084,,211507,169805,0,35251,,136561,96672,0,10806,,49942,35079,0,0,
2021-10-13,834243,623842,0,236356,,628044,499700,0,163568,,1025113,727382,0,318749,,178423,144898,0,32337,,192401,149173,0,72362,,234618,196773,0,34184,,211879,170655,0,35347,,136857,97594,0,11000,,50038,35215,0,0,
2021-10-14,835467,628172,277,237353,,629886,503657,6687,163979,,1026715,739287,1640,319023,,178738,145470,20,32364,,192750,149899,238,72430,,234851,197157,922,34290,,212207,171417,1327,35470,,137149,98439,170,11178,,50112,35303,185,0,
2021-10-15,836694,632589,1542,238455,,631791,509767,10359,164338,,1028243,749078,5010,319357,,179104,146040,68,32399,,193101,150473,759,72493,,235102,197590,1485,34362,,212611,172297,2533,35594,,137351,99063,344,11308,,50194,35426,290,0,
2021-10-16,836932,633431,1884,238657,,632241,510921,11082,164521,,1028453,750040,5368,319401,,179168,146151,305,32412,,193124,150581,819,72510,,235118,197616,1520,34372,,212737,172792,2896,35624,,137352,99066,344,11312,,50196,35427,291,0,
2021-10-17,837164,634008,2049,238882,,633290,511998,12663,164638,,1028907,751294,6391,319527,,179202,146191,365,32415,,193155,150648,854,72531,,235118,197620,1528,34381,,212796,173100,3068,35640,,137368,99095,361,11312,,50199,35427,292,0,
2021-10-18,838689,641463,6213,240379,,635962,518599,17518,165128,,1030716,764292,11788,319856,,179698,146861,1238,32449,,193540,151622,1418,72662,,235416,198060,2248,34471,,213349,174534,4236,35813,,137657,99946,795,11459,,50318,35575,509,0,
2021-10-19,840213,652162,14045,241502,,638459,525192,25048,165419,,1032917,779085,20084,320187,,180171,147552,2961,32509,,193845,152195,2586,72706,,235624,198854,3263,34528,,213769,176045,5976,35931,,137843,100752,1339,11614,,50338,35709,810,0,
2021-10-20,841371,659276,21495,242365,,640530,531082,32592,165800,,1034628,789084,27915,320416,,180600,148066,4669,32537,,194110,152624,3515,72730,,235883,199759,4895,34619,,214115,177129,7775,35979,,138069,101582,1998,11717,,50517,35815,1283,0,
2021-10-21,842648,665616,27865,243427,,642910,535089,39379,166104,,1036207,797892,34807,320780,,181074,148509,6232,32551,,194330,153033,4432,72790,,236109,200536,6376,34679,,214624,178166,9960,36096,,138243,102350,2621,11901,,50607,35959,1819,0,
2021-10-22,844153,670309,32778,244315,,645388,538839,44537,166344,,1038758,804344,40673,320970,,181484,148845,7760,32552,,194484,153422,5008,72855,,236519,201254,7725,34726,,215123,179086,11908,36145,,138413,102863,3371,12011,,50697,36065,2397,0,
2021-10-23,844559,671153,33444,244662,,645901,539147,45066,166989,,1039391,804932,41728,321006,,181674,148908,8015,32552,,194512,153483,5191,72860,,236565,201323,8022,34736,,215668,179467,12285,36151,,138434,102886,3434,12031,,50697,36065,2397,0,
2021-10-24,844936,671476,33843,245024,,646148,539358,45418,167104,,1039904,805277,42116,321041,,181763,148928,8141,32552,,194523,153502,5312,72870,,236607,201365,8099,34750,,215779,179611,12424,36155,,138451,102942,3509,12051,,50700,36069,2407,0,
2021-10-25,847482,676703,41283,246514,,651609,543197,50845,167887,,1043540,814748,49243,321262,,182528,149429,10177,32578,,194731,153988,6758,72954,,237061,202148,9730,34805,,216637,180945,14227,36269,,138847,103850,4451,12307,,50788,36158,2747,0,
2021-10-26,849291,679662,47097,247153,,657176,546212,55193,168185,,1046243,821119,55442,321428,,182864,149664,11138,32578,,194828,154209,7650,72979,,237422,202833,11227,34838,,217225,181718,16205,36344,,139127,104417,5182,12373,,50874,36298,3094,0,
2021-10-27,851867,683092,54491,248119,,664105,549097,60169,168468,,1049217,827315,63466,321670,,183456,149931,12386,32579,,195188,154846,9091,73008,,237795,203459,13121,35008,,217844,182506,18302,36465,,139523,105153,6304,12559,,50981,36468,3545,0,
2021-10-28,853805,684887,59864,248538,,668309,551423,63838,168530,,1051370,831826,70508,321802,,183923,150118,13459,32579,,195361,155030,9946,73018,,238130,203978,14473,35099,,218185,183033,19560,36489,,139818,105528,7114,12664,,51044,36545,3766,0,
2021-10-29,857111,688416,69261,250470,,676467,555388,70963,168783,,,837538,82352,322171,,184979,150630,16238,32579,,196205,155602,12355,73162,,238743,204557,17610,35249,,218876,183945,22356,36557,,140615,106509,9192,13013,,51285,36749,4739,0,
2021-10-30,858159,689534,72214,252038,,678452,556261,73490,169063,,1056397,838341,85960,322236,,185296,150798,16942,32599,,196459,156318,13578,73194,,238814,204667,18936,35349,,219291,184521,23453,36655,,140967,106866,10137,13117,,51457,36864,5414,0,
2021-10-31,858318,689705,73520,252224,,679200,557094,74902,169078,,1057448,839662,90461,322259,,185374,150855,17361,32619,,196477,156347,13775,73212,,238852,204692,19392,35354,,219355,184614,24049,36663,,141083,106930,10434,13129,,51483,36888,5538,0,
2021-11-01,859644,691176,76320,253416,,682904,559205,77887,169382,,1059428,843614,92165,322712,,185571,151026,18115,32634,,196815,156725,14916,73312,,239202,204926,20695,35390,,219643,184824,25077,36709,,141520,107277,11204,13292,,51775,37155,6275,0,
2021-11-02,859844,691274,76616,253623,,683231,559256,77948,169397,,1059489,843724,92272,322759,,185580,151033,18135,32634,,196818,156754,14929,73312,,239209,204930,20695,35390,,219644,184855,25077,36709,,141530,107334,11226,13292,,51781,37159,6296,0,
2021-11-03,861136,693044,77583,254561,,685412,560455,78106,169579,,1061471,847169,92925,323303,,185937,151249,18241,32634,,197102,157019,15389,73391,,239570,205341,21076,35446,,219909,185218,25337,36719,,141767,107669,11514,13517,,51838,37206,6489,0,
2021-11-04,863276,695009,78582,255545,,688355,561923,78165,169732,,1064091,850830,93695,324055,,186564,151572,18371,32634,,197466,157251,16883,73442,,240107,205844,21367,35565,,220405,185718,26022,36743,,142154,107968,12440,13833,,51982,37328,6936,0,
2021-11-05,866097,697038,80486,257383,,691183,563866,78294,169932,,1067586,854377,94304,324562,,187524,151924,18381,32635,,197974,157552,17812,73492,,240533,206267,21468,35677,,221132,186297,26647,36803,,142535,108295,12956,14133,,52109,37444,7090,0,
2021-11-06,868234,697748,80528,258498,,691715,564251,78294,170119,,1068281,854846,94317,324638,,188168,152053,18382,32635,,198112,157726,17848,73542,,240533,206267,21468,35677,,221582,186540,26688,36816,,142605,108316,12958,14236,,52162,37463,7090,0,
2021-11-07,868495,698022,80528,259133,,692016,564440,78294,170154,,1068534,855085,94317,325079,,188196,152066,18382,32635,,198126,157750,17848,73548,,240772,206318,21480,35696,,221633,186581,26688,36821,,142605,108316,12958,14236,,52163,37463,7090,0,
2021-11-08,870687,699948,80801,260596,,694712,566192,78390,170583,,1069618,855807,94414,325258,,188795,152444,18408,32639,,198903,158082,18191,73629,,241234,206637,21582,35754,,222622,187147,26993,36924,,142936,108486,13290,14489,,52258,37548,7466,0,
2021-11-09,873851,701865,80826,261838,,698005,568249,78391,170877,,1071671,856721,94416,325467,,189966,153112,18408,32639,,199742,158303,18255,73670,,241765,206994,21582,35866,,223497,187899,27030,37073,,143249,108641,13321,14943,,52401,37626,7477,0,
2021-11-10,876986,703333,80874,262701,,701550,569919,78394,170877,,1076143,857703,94417,325761,,190509,153393,18408,32639,,199967,158321,18260,73675,,242468,207260,21582,35937,,224362,188335,27063,37122,,143312,108643,13321,15014,,52547,37670,7477,0,
2021-11-11,882577,705123,81565,264163,,706779,571819,78403,171102,,1084328,859341,94599,326229,,191588,153940,18409,32644,,200574,158630,18347,73753,,243731,207562,21583,36190,,225988,188837,27063,37233,,143625,108867,13362,15405,,52722,37754,7477,0,
2021-11-12,888554,706955,81675,264947,,712057,573910,78403,171236,,1093115,861485,94611,326684,,192902,154420,18410,32644,,201380,158896,18422,73785,,245074,207899,21583,36387,,227346,189377,27063,37364,,144196,109096,13362,15805,,52910,37875,7477,0,
2021-11-13,892806,707643,81688,265453,,714131,574446,78403,171248,,1095619,861859,94611,326906,,193646,154714,18410,32646,,201970,159001,18423,73821,,245759,207987,21583,36507,,228485,189858,27063,37580,,144329,109118,13362,15914,,53057,37913,7477,0,
2021-11-14,894568,707956,81879,266153,,715337,574819,78555,171248,,1096852,862262,95330,327152,,193882,154794,18426,32646,,203043,159089,18747,73872,,245848,207996,21606,36524,,228903,190098,27167,37734,,144422,109166,13558,16026,,53092,37948,7490,0,
2021-11-15,898985,710390,82113,266923,,719532,577755,78592,171271,,1100140,863830,95378,327660,,194882,155402,18426,32646,,203923,159392,18882,73933,,246843,208506,21606,36659,,229863,190722,27180,37906,,144741,109376,13589,16373,,53248,38015,7493,0,
2021-11-16,905236,713265,82115,268017,,726164,582388,78592,171286,,1107224,866865,95378,328809,,196657,156102,18426,32646,,205606,159811,18887,74054,,248219,208998,21606,36871,,231408,191320,27180,38013,,145185,109541,13589,16743,,53467,38079,7493,0,
2021-11-17,911540,715598,82116,268844,,734253,586504,78592,171291,,1113124,870258,95378,330531,,198397,156741,18426,32646,,206797,160167,18887,74105,,249368,209527,21606,37256,,233298,191998,27180,38058,,145743,109750,13589,17296,,53631,38152,7493,0,
2021-11-18,917446,718464,82116,269810,,743152,591046,78592,171301,,1121210,874151,95378,333300,,199963,157465,18426,32646,,209035,160726,18887,74295,,251265,210109,21606,37605,,235826,192502,27180,38141,,145885,109821,13589,17506,,53763,38205,7493,0,
2021-11-19,923890,721093,82116,270449,,750213,595298,78592,171301,,1130444,877761,95378,334162,,201419,158172,18426,32646,,210926,161208,18887,74568,,252777,210694,21606,37711,,237932,193108,27180,38180,,146356,110002,13589,17810,,53994,38273,7493,0,
2021-11-20,928178,722343,82116,270773,,753335,596962,78592,171301,,1134877,878688,95378,334210,,202654,158698,18426,32646,,212185,161452,18887,74613,,253688,210827,21606,37738,,239384,193590,27180,38200,,146587,110073,13589,18003,,54103,38295,7493,0,
2021-11-21,928946,722751,82116,270787,,754036,597313,78592,171301,,1135941,879383,95378,334210,,202741,158724,18426,32646,,212194,161457,18887,74613,,253688,210827,21606,37738,,239488,193622,27180,38201,,146587,110092,13589,18003,,54103,38295,7493,0,
2021-11-22,931277,725075,82116,270825,,757447,599778,78592,171301,,1140368,883055,95378,334213,,203588,159240,18426,32646,,212431,161603,18887,74613,,254541,211296,21606,37738,,240560,194061,27180,38201,,146838,110361,13589,18009,,54279,38403,7493,0,
2021-11-23,938193,727784,82116,271217,,764103,603127,78592,171301,,1147336,886735,95378,335260,,205450,159910,18426,32646,,216657,162310,18887,74821,,255985,211790,21606,37750,,243106,194759,27180,38239,,147488,110752,13589,18377,,54527,38536,7493,0,
2021-11-24,942601,730420,82116,271308,,769650,606578,78592,171301,,1154252,890472,95378,335584,,207249,160519,18426,32646,,218193,162582,18887,74854,,257182,212316,21606,37763,,244672,195319,27180,38246,,148122,111073,13589,18496,,54747,38719,7493,0,
2021-11-25,946577,733012,82116,271390,,774525,609563,78592,171301,,1160936,894520,95378,336160,,209102,161208,18426,32646,,219623,162831,18887,74882,,258190,212870,21606,37770,,245960,195820,27180,38247,,148768,111383,13589,18505,,54952,38797,7493,0,
2021-11-26,950462,735640,82116,271456,,778335,612421,78592,171302,,1167316,899255,95378,336856,,210816,161989,18426,32646,,220937,163239,18887,74889,,259416,213528,21606,37772,,247498,196547,27180,38251,,149264,111621,13589,18526,,55169,38899,7493,0,
2021-11-27,953316,737870,82116,271495,,779519,613719,78592,171302,,1168888,900083,95378,336856,,211498,162621,18426,32646,,221424,163357,18887,74894,,260055,213797,21606,37772,,248344,196896,27180,38251,,149373,111696,13589,18526,,55196,38914,7493,0,
2021-11-28,953850,738274,82116,271507,,780157,614137,78592,171302,,1170243,900780,95378,336856,,211562,162661,18426,32646,,221449,163377,18887,74894,,260099,213806,21606,37772,,248436,196921,27180,38251,,149373,111696,13589,18526,,55196,38914,7493,0,
2021-11-29,958070,741767,82283,271715,,784224,617079,78670,171302,,1176565,904341,95384,337989,,212626,163411,18432,32646,,223221,163850,18973,74917,,261287,214314,21632,37778,,249781,197916,27230,38335,,150066,112028,13629,18545,,55397,39046,7669,0,
2021-11-30,961501,745173,82788,271732,,787468,620760,79367,171302,,1183884,909377,95386,338002,,213864,164477,18461,32646,,224228,164366,19218,74917,,262427,214982,21815,37778,,251137,198800,27531,38339,,150624,112272,13741,18545,,55689,39244,7997,0,
2021-12-01,965325,749415,83328,271733,,790293,624641,80347,171302,,1191053,915190,95453,338003,,214961,165449,18549,32646,,224990,164868,19586,74918,,263577,215885,22350,37788,,252385,199844,27970,38342,,151192,112660,13969,18545,,55969,39393,8138,0,
2021-12-02,968552,753903,83995,271736,,792614,628786,81364,171302,,1197028,922004,96454,338008,,215973,166346,18680,32646,,225807,165411,20132,74941,,264763,216890,23134,37788,,253584,200990,28492,38342,,151762,113075,14165,18545,,56155,39528,8296,0,
2021-12-03,971737,759031,84731,271736,,794950,633386,82311,171302,,1202683,929035,99624,338013,,217045,167304,18831,32646,,226907,166244,20789,74946,,265793,218040,24161,37788,,254557,202446,29653,38342,,152318,113546,14328,18550,,56375,39672,8315,0,
2021-12-04,973030,761517,85104,271741,,795659,634825,82524,171302,,1204113,930771,100064,338013,,217491,167827,19055,32646,,227494,166859,21083,74946,,266090,218457,24446,37788,,254971,203458,29911,38342,,152469,113627,14374,18550,,56423,39727,8316,0,
2021-12-05,973318,761736,85111,271743,,795926,635028,82715,171302,,1205182,931512,100425,338013,,217533,167897,19130,32646,,227502,166898,21106,74946,,266106,218459,24446,37788,,254992,203575,29931,38342,,152471,113628,14376,18550,,56423,39727,8316,0,
2021-12-06,976627,767807,85555,271744,,798499,639241,83725,171302,,1210519,936392,102168,338015,,218274,169049,19373,32646,,228476,167745,21580,74952,,266992,219549,25018,37788,,255935,204877,30302,38342,,152858,113949,14473,18553,,56597,39876,8404,0,
2021-12-07,979414,773297,85900,271761,,800944,645371,84800,171302,,1216260,942878,104385,338023,,219259,170505,19651,32646,,229393,168744,22004,74953,,267981,220710,25578,37788,,257001,206517,30740,38342,,153439,114265,14663,18554,,56721,40010,8449,0,
2021-12-08,982307,779559,86285,271768,,803197,652002,85829,171302,,1221754,949307,106917,338051,,220024,171793,19932,32646,,230230,169875,22753,74953,,269113,222072,26984,37788,,257859,208747,31298,38342,,154126,114627,14779,18554,,56952,40198,8613,0,
2021-12-09,984862,784495,87284,271780,,806146,658881,87034,171302,,1226523,955855,109436,338051,,220823,173038,20290,32646,,230769,171011,23316,74955,,270037,223528,28275,37788,,258870,210477,31876,38342,,155087,114971,14935,18555,,57159,40374,8818,0,
2021-12-10,988793,789702,88774,271783,,811352,664916,88183,171302,,1232981,962999,112083,338051,,221651,174060,20637,32646,,231534,172179,23957,74955,,271014,225011,29508,37788,,260136,212055,32346,38342,,156211,115365,15066,18566,,57417,40550,8991,0,
2021-12-11,990691,792095,89351,271783,,812577,666339,88508,171302,,1234575,964401,112542,338051,,222093,174863,20744,32646,,231957,172781,24211,74955,,271443,225315,29928,37788,,260929,212721,32688,38342,,156540,115431,15102,18566,,57544,40606,9035,0,
2021-12-12,991174,792471,89475,271783,,813066,666684,88575,171302,,1235779,965087,112809,338051,,222137,174907,20754,32646,,231984,172803,24213,74955,,271476,225329,30042,37788,,261006,212846,32748,38342,,156556,115437,15112,18566,,57552,40607,9044,0,
2021-12-13,995888,797190,91345,271784,,818001,670564,89477,171302,,1244321,970732,114978,338055,,223380,176181,21111,32646,,233070,174003,24773,74955,,272557,226419,31159,37789,,262342,214264,33420,38342,,157551,115795,15339,18566,,57680,40649,9095,0,
2021-12-14,1000440,801151,93534,271784,,823198,674999,90261,171302,,1253717,976682,117699,338055,,225106,177576,21481,32646,,234313,175491,25447,74955,,274007,227568,32533,37789,,263525,215793,33992,38342,,158735,116208,15757,18566,,58073,40847,9270,0,
2021-12-15,1005490,805067,95845,271788,,828303,679381,91045,171302,,1263103,981937,120328,338058,,226747,179095,21995,32646,,235569,176782,26268,74955,,275682,228770,33983,37789,,264966,217165,34862,38342,,159773,116645,16102,18566,,58660,41098,9468,0,
2021-12-16,1010170,808273,97832,271798,,832570,683333,91729,171302,,1274132,987732,123181,338086,,228124,180547,22473,32646,,236684,177564,26940,74955,,277116,229709,35226,37789,,266432,218322,35733,38342,,160892,117167,16370,18566,,59131,41234,9557,0,
2021-12-17,1013896,810695,99713,271799,,836350,686298,92428,171302,,1283260,992572,125599,338098,,228691,181070,22687,32646,,237666,178449,27538,74955,,278383,230573,36071,37789,,267889,219229,36620,38342,,161855,117524,16618,18566,,59400,41372,9659,0,
2021-12-18,1015483,812136,100428,271800,,837350,687115,92592,171302,,1285310,993593,126160,338099,,229194,181521,22879,32646,,238153,178821,27853,74956,,278674,230800,36300,37789,,268621,219795,36972,38342,,161941,117565,16652,18566,,59563,41398,9699,0,
2021-12-19,1015930,812492,100581,271801,,837754,687505,92639,171302,,1293154,995528,127995,338099,,229245,181549,22910,32646,,238191,178854,27865,74956,,279758,230992,37255,37790,,268685,219870,37048,38342,,161941,117565,16652,18566,,59563,41398,9699,0,
2021-12-20,1019666,815543,103034,271807,,841532,690569,93334,171302,,1302284,1000313,130252,338099,,230491,182611,23375,32646,,239387,179669,28739,74956,,280920,231739,37843,37790,,269796,220753,37690,38342,,162786,117902,16894,18566,,59768,41498,9772,0,
2021-12-21,1023909,819124,105336,271808,,844824,693046,93877,171302,,1311217,1005974,132450,338101,,231758,183763,23795,32646,,240818,180501,29429,74956,,282288,232633,38421,37790,,271170,221760,38577,38342,,163647,118222,17072,18566,,60125,41666,9849,0,
2021-12-22,1027472,822079,107446,271808,,848167,695701,94492,171302,,1319657,1011008,134445,338101,,232849,184814,24238,32646,,241736,181100,29944,74956,,283521,233544,38877,37790,,272205,222568,39216,38342,,164438,118478,17240,18566,,60381,41800,9907,0,
2021-12-23,1030311,824787,109445,271808,,851486,698187,95107,171302,,1324764,1014471,136025,338101,,233864,185687,24574,32646,,242839,181945,30490,74956,,284443,234299,39402,37790,,273166,223453,39665,38342,,164916,118778,17374,18566,,60652,41944,9968,0,
