,La Paz,La Paz,La Paz,La Paz,La Paz,Cochabamba,Cochabamba,Cochabamba,Cochabamba,Cochabamba,Santa Cruz,Santa Cruz,Santa Cruz,Santa Cruz,Santa Cruz,Oruro,Oruro,Oruro,Oruro,Oruro,Potosi,Potosi,Potosi,Potosi,Potosi,Tarija,Tarija,Tarija,Tarija,Tarija,Chuquisaca,Chuquisaca,Chuquisaca,Chuquisaca,Chuquisaca,Beni,Beni,Beni,Beni,Beni,Pando,Pando,Pando,Pando,Pando
,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual,Primera,Segunda,Tercera,Unica,Anual
2021-12-24,1033462,826941,110869,271808,,854123,700205,95537,171302,,1329487,1017338,137042,338101,,234629,186339,24800,32646,,243791,182814,31209,74956,,285042,234781,39712,37790,,273780,224081,39888,38342,,165255,118966,17506,18566,,60803,42029,10004,0,
2021-12-25,1033818,827230,110934,271808,,854277,700310,95543,171302,,1329576,1017392,137068,338101,,234699,186373,24816,32646,,243964,183004,31277,74956,,285095,234792,39713,37790,,273859,224164,39899,38342,,165255,118975,17506,18566,,60853,42052,10005,0,
2021-12-26,1034304,827491,111102,271808,,854621,700468,95613,171302,,1330643,1018034,137354,338101,,234747,186414,24852,32646,,244062,183039,31283,74956,,285097,234813,39717,37790,,273903,224214,39931,38342,,165255,118979,17507,18566,,60853,42052,10005,0,
2021-12-27,1039276,830424,113227,271808,,860184,703335,96362,171302,,1338861,1022710,139116,338101,,236120,187225,25242,32646,,245904,184133,32081,74956,,286250,235460,40092,37790,,275043,225171,40524,38342,,166106,119382,17776,18566,,61078,42186,10150,0,
2021-12-28,1050925,835076,116598,271808,,868761,706925,97610,171302,,1352784,1029379,142242,338101,,238919,188715,25953,32646,,248032,185299,32745,74956,,288295,236513,40839,37790,,276993,226456,41274,38342,,167514,119892,18201,18566,,61478,42429,10432,0,
2021-12-29,1061126,839192,118711,271808,,873452,708676,98383,171302,,1358978,1032144,143480,338101,,241190,189662,26528,32646,,249970,186413,33374,74956,,289645,237246,41501,37790,,278352,227401,41785,38342,,168370,120334,18456,18566,,61752,42587,10655,0,
2021-12-30,1074389,843544,121866,271808,,883224,712239,99861,171302,,1370302,1036238,145432,338101,,244542,190803,27263,32646,,252149,187285,34194,74956,,292256,238326,42400,37790,,280550,228565,42556,38342,,170190,120968,18870,18566,,62062,42764,10819,0,
2022-01-01,1089256,848010,125280,271808,,892816,716344,100930,171302,,1379334,1040748,147312,338101,,247433,191945,27833,32646,,254581,188066,35061,74956,,293978,239287,43053,37790,,282107,229753,43134,38342,,171663,121597,19263,18566,,62347,42924,10955,0,
2022-01-02,1091686,848478,125596,271808,,893709,716480,100976,171302,,1380493,1041414,147547,338101,,247610,191988,27866,32646,,254741,188100,35070,74956,,293980,239287,43053,37790,,282152,229792,43148,38342,,171663,121597,19263,18566,,62347,42924,10955,0,
2022-01-03,1120323,859972,129449,275006,,906722,722857,102514,171730,,1393160,1047791,150069,341301,,249854,193810,28541,32648,,265213,193952,36594,75520,,297041,240910,44121,37915,,287123,233098,44134,38922,,176864,124157,20419,19463,,63933,44022,11555,0,
2022-01-04,1155745,867106,134261,275006,,925739,729342,103970,171730,,1413178,1054925,152223,341301,,257276,196143,29404,32648,,268878,194971,37741,75523,,300655,242201,45300,37915,,291116,234447,45278,38922,,179836,125346,21475,19475,,64348,44277,11749,0,
2022-01-05,1189153,875354,138233,275099,,946043,735430,106204,171730,,1428365,1061971,154796,341301,,263898,198600,30780,32648,,272654,196379,38956,75523,,303830,243528,46747,37915,,294314,236047,46293,38922,,183294,126565,22096,19475,,64679,44653,11905,0,
2022-01-06,1224664,884429,143428,275099,,968426,742146,108889,171730,,1445305,1070105,157828,341301,,269997,200721,32189,32648,,277973,198145,40532,75523,,307680,245290,48672,37915,,297108,237799,47378,38922,,186382,127687,22629,19475,,65077,45009,12106,0,
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,1263452,895118,152090,275151,,992112,749948,113699,171730,,1465422,1080556,161955,341304,,275300,202718,34257,32648,,283666,200018,42492,75524,,311996,247434,51118,37915,,301079,240227,50037,38922,,189800,128810,23410,19477,,65432,45393,12355,0,
2022-01-09,1266589,895964,153299,275151,,995038,750929,114840,171730,,1468138,1082131,162531,341305,,275733,202822,34417,32648,,284161,200197,42668,75524,,312050,247454,51145,37915,,301329,240314,50100,38922,,189926,128828,23428,19477,,65433,45395,12355,0,
2022-01-10,1285736,901775,158694,275181,,1007332,755714,117982,171730,,1482760,1090831,165180,341306,,278244,204136,35361,32648,,287797,201717,44113,75524,,314821,249159,52995,37915,,303852,241606,51627,38922,,192369,129741,24014,19477,,65797,45663,12505,0,
2022-01-11,1300082,907117,164259,275204,,1017623,759714,121511,171730,,1497292,1100154,168388,341306,,280236,205225,36185,32648,,290129,202631,45306,75524,,317264,250736,54878,37915,,305913,242899,53070,38922,,194239,130569,24540,19488,,66007,45853,12644,0,
2022-01-12,1310893,911695,169771,275208,,1025594,763536,124980,171730,,1510932,1109462,171332,341313,,281795,206156,36919,32648,,291418,203206,45932,75525,,319485,252164,56711,37915,,307469,244069,54380,38922,,195527,131232,24940,19489,,66270,46125,12781,0,
2022-01-13,1326083,917397,176672,275225,,1035236,767550,128410,171730,,1527358,1118302,174772,341347,,283679,207269,38044,32648,,294465,204408,46959,75525,,321771,253519,58385,37915,,309640,245201,55788,38922,,197788,132270,25576,19490,,66797,46522,13108,0,
2022-01-14,1335372,920865,181253,275230,,1043086,770659,131338,171730,,1541524,1125911,177514,341360,,285061,207937,38682,32648,,296378,205218,47610,75525,,323354,254398,59706,37915,,311502,246035,57075,38922,,199143,132795,25912,19490,,67181,46745,13321,0,
2022-01-15,1339004,922080,183225,275238,,1045954,771527,132511,171730,,1547025,1128168,178646,341362,,285897,208250,39011,32648,,296829,205446,47764,75525,,323841,254611,60220,37915,,312510,246530,57898,38922,,199500,132924,26033,19490,,67300,46821,13363,0,
2022-01-16,1339976,922559,184265,275240,,1047851,772038,132890,171730,,1549269,1129305,179109,341362,,286028,208295,39067,32648,,297019,205496,47850,75525,,323878,254629,60262,37915,,312565,246560,57930,38922,,199502,132927,26034,19490,,67331,46822,13363,0,
2022-01-17,1360634,936940,191221,276403,,1056906,777635,135746,171730,,1567253,1139750,182738,341844,,287713,209659,39887,32652,,306367,210616,50285,75690,,326463,256473,61656,37949,,316270,249030,59837,38929,,204014,135148,26848,19739,,68679,47433,13940,0,
2022-01-18,1368002,942841,194953,276428,,1063308,782271,137839,171730,,1581586,1149924,185821,341844,,288911,210864,40357,32652,,308433,211811,50866,75690,,327992,257535,62579,37949,,317779,250261,60733,38929,,205708,136337,27308,19739,,68952,47648,14054,0,
2022-01-19,1375238,948851,198826,276428,,1069131,786229,139891,171730,,1593431,1157944,188810,341844,,289941,212045,40881,32652,,310120,213112,51323,75690,,329186,258635,63410,37949,,319034,251492,61656,38929,,207080,137441,27783,19739,,69198,47890,14239,0,
2022-01-20,1379553,953466,201727,276428,,1072729,790225,141633,171730,,1600940,1164758,191383,341844,,290582,212979,41201,32652,,311427,214247,51653,75690,,330183,259558,64197,37949,,319885,252485,62233,38929,,208101,138225,28142,19739,,69359,48018,14330,0,
2022-01-21,1384297,958820,205719,276428,,1076859,794645,144052,171730,,1609606,1172394,195807,341844,,291472,214359,41702,32652,,312690,215621,52077,75690,,331354,260724,65086,37949,,321051,253632,63103,38929,,208964,139037,28487,19739,,69527,48242,14440,0,
2022-01-22,1385579,959912,207029,276428,,1077557,795022,144554,171730,,1610953,1173094,196572,341844,,291669,214541,41802,32652,,312949,215799,52130,75690,,331484,260861,65148,37949,,321352,253795,63238,38929,,209156,139107,28565,19739,,69611,48284,14467,0,
2022-01-23,1385924,960438,207463,276428,,1078118,795295,144756,171730,,1612136,1174077,197470,341844,,291750,214604,41858,32652,,312982,215841,52136,75690,,331486,260866,65148,37949,,321419,253827,63272,38929,,209159,139107,28566,19739,,69612,48284,14467,0,
2022-01-24,1388199,965218,209574,276428,,1081025,800547,146248,171730,,1617953,1180812,200271,341844,,292138,215754,42119,32652,,313717,216881,52313,75690,,332272,261996,65717,37949,,322390,255069,63988,38929,,209686,139944,28791,19739,,69750,48481,14567,0,
2022-01-25,1394205,974219,212950,276428,,1085564,806774,148133,171730,,1625616,1189189,203700,341844,,292893,217737,42561,32652,,316538,218865,53035,75690,,333551,263670,66733,37949,,324043,256902,64830,38929,,210711,141190,29252,19739,,69972,48683,14716,0,
2022-01-26,1397790,983615,215526,276428,,1088707,812762,149608,171730,,1631340,1196497,206697,341844,,293591,219856,42963,32652,,317539,220714,53382,75690,,334352,265235,67490,37949,,325075,258535,65491,38929,,211358,142293,29533,19739,,70095,48928,14830,0,
2022-01-27,1400897,992060,217569,276428,,1091550,818551,151165,171730,,1636768,1203573,209247,341844,,294031,221495,43244,32652,,318282,222171,53670,75690,,334927,266368,67935,37949,,325774,259740,66061,38929,,211927,143333,29847,19739,,70188,49094,14897,0,
2022-01-28,1404031,1000742,220062,276428,,1094633,825163,152942,171730,,1642067,1211015,212046,341844,,294483,223168,43503,32652,,319155,223773,53997,75690,,335734,268264,68663,37949,,326490,261171,66733,38929,,212360,144085,30125,19739,,70276,49224,14988,0,
2022-01-29,1406313,1005581,221879,276428,,1095585,826777,153537,171730,,1643857,1213206,213217,341844,,294793,224115,43704,32652,,319535,224551,54193,75690,,336122,268714,68902,37949,,327063,262226,67188,38929,,212527,144266,30167,19739,,70313,49252,15009,0,
2022-01-30,1406871,1006247,222638,276428,,1096171,827507,153834,171730,,1644676,1214293,213720,341844,,294830,224189,43725,32652,,319566,224638,54214,75690,,336123,268715,68902,37949,,327072,262275,67197,38929,,212527,144267,30167,19739,,70313,49252,15009,0,
2022-01-31,1413351,1016270,225499,276428,,1099974,832800,155253,171730,,1650547,1223544,216347,341844,,295648,226228,44102,32652,,322586,226930,54782,75690,,337112,270224,69631,37949,,328772,263907,68034,38929,,213250,145225,30445,19739,,70543,49536,15081,0,
2022-02-01,1415224,1021214,226828,276428,,1101712,836525,156529,171730,,1653913,1229330,218347,341844,,295948,227233,44308,32652,,323210,228174,55099,75690,,337801,271544,70190,37949,,329148,264654,68340,38929,,213642,145829,30626,19739,,70681,49657,15100,0,
2022-02-02,1417108,1026127,228430,276428,,1103562,840934,157993,171730,,1657247,1235806,220336,341844,,296285,228240,44511,32652,,323800,228917,55349,75690,,338369,272726,70849,37949,,329525,265423,68700,38929,,213983,146527,30841,19739,,70778,49845,15137,0,
2022-02-03,1418582,1030563,230074,276428,,1105021,845079,159582,171730,,1659981,1241902,222146,341844,,296606,229004,44692,32652,,324203,229578,55706,75690,,338950,273923,71635,37949,,329745,266268,69021,38929,,214257,147065,31002,19739,,70852,50018,15211,0,
2022-02-04,1421488,1037075,232789,276428,,1107300,850664,161736,171730,,1663972,1249957,224542,341844,,296988,230116,45040,32652,,325353,230966,56185,75690,,339910,275299,72838,37949,,330362,267524,69684,38929,,214794,147844,31226,19739,,71012,50231,15305,0,
2022-02-05,1422879,1040787,233958,276428,,1108274,852502,162666,171730,,1665252,1252430,225399,341844,,297227,230715,45175,32652,,325682,231568,56427,75690,,340223,275745,73261,37949,,330726,268206,69964,38929,,214936,148149,31291,19739,,71038,50303,15311,0,
2022-02-06,1423057,1041327,234153,276428,,1108727,853219,163180,171730,,1665663,1253028,225709,341844,,297240,230755,45212,32652,,325743,231629,56509,75690,,340233,275749,73292,37949,,330730,268224,69987,38929,,214942,148156,31291,19739,,71038,50303,15311,0,
2022-02-07,1425059,1045452,235520,276428,,1110556,857524,164871,171730,,1667911,1258144,227121,341844,,297535,231431,45399,32652,,326851,232603,56987,75690,,340802,276496,73958,37949,,331424,269112,70490,38929,,215316,148727,31423,19739,,71160,50489,15454,0,
2022-02-08,1426676,1049549,237204,276428,,1112020,861612,166731,171730,,1670279,1264718,229172,341844,,297863,232186,45703,32652,,327521,233570,57464,75690,,341376,277416,74613,37949,,331793,269872,71078,38929,,215540,149265,31586,19739,,71220,50605,15507,0,
2022-02-09,1428745,1054450,239664,276428,,1113666,865465,168986,171730,,1672857,1271063,231395,341844,,298210,233052,46206,32652,,328336,234628,57956,75690,,342230,278473,75453,37949,,332139,270772,71560,38929,,215752,149778,31788,19739,,71260,50682,15555,0,
2022-02-10,1430652,1058467,241749,276428,,1115405,869266,171506,171730,,1675429,1277181,233426,341844,,298413,233467,46405,32652,,329139,235637,58682,75690,,342885,279548,76173,37949,,332554,271524,72141,38929,,216044,150381,32074,19739,,71361,50810,15606,0,
2022-02-11,1432433,1062404,243886,276428,,1117659,873714,174545,171730,,1678449,1283447,235703,341844,,298767,234144,46741,32652,,330083,236822,59452,75690,,343965,280706,77070,37949,,333033,272385,72681,38929,,216309,150888,32309,19739,,71411,50920,15671,0,
2022-02-12,1433865,1065089,245607,276428,,1118775,875943,175841,171730,,1680027,1285689,236660,341844,,299116,234765,47025,32652,,330559,237413,59713,75690,,344377,281139,77448,37949,,333599,273108,73335,38929,,216365,150982,32338,19739,,71423,50950,15689,0,
2022-02-13,1434369,1065925,246427,276428,,1119263,876276,176502,171730,,1680445,1286227,237025,341844,,299162,234860,47090,32652,,330616,237477,59747,75690,,344377,281142,77475,37949,,333616,273132,73350,38929,,216368,150982,32338,19739,,71430,50954,15692,0,
2022-02-14,1436228,1068946,248158,276428,,1120855,879345,178745,171730,,1682789,1289934,238669,341844,,299480,235474,47449,32652,,331882,238572,60321,75690,,345138,281906,78124,37949,,334213,273976,74164,38929,,216733,151448,32516,19739,,71607,51197,15804,0,
2022-02-15,1437702,1071940,249913,276428,,1122392,882364,180900,171730,,1685707,1295202,241107,341844,,300040,236256,47892,32652,,332828,239575,60790,75690,,346018,282963,78760,37949,,334615,274705,74721,38929,,216989,151875,32710,19739,,71663,51386,15865,0,
2022-02-16,1439288,1075139,251863,276428,,1124010,885114,183256,171730,,1688659,1299957,243269,341844,,300479,236912,48283,32652,,333787,240493,61146,75690,,346972,283977,79440,37949,,335105,275452,75100,38929,,217195,152329,32906,19739,,71733,51461,15928,0,
2022-02-17,1441249,1078488,253698,276428,,1125971,888255,185612,171730,,1691991,1305399,245572,341844,,300951,237706,48591,32652,,334580,241387,61522,75690,,347633,284721,79983,37949,,335679,276350,75685,38929,,217548,152839,33133,19739,,71836,51642,15979,0,
2022-02-18,1443149,1081731,255198,276428,,1128073,891489,188391,171730,,1695208,1310020,247583,341844,,301398,238294,48830,32652,,335583,242236,61804,75690,,348311,285511,80445,37949,,336379,277205,76158,38929,,217781,153160,33376,19739,,71937,51821,16049,0,
2022-02-19,1444605,1083753,256124,276428,,1129105,893149,189792,171730,,1696539,1312290,248548,341844,,301751,238792,49022,32652,,335978,242757,62000,75690,,348662,285929,80680,37949,,337033,278083,76616,38929,,217844,153250,33414,19739,,71959,51855,16067,0,
2022-02-20,1444749,1083997,256264,276428,,1129683,893850,190428,171730,,1696885,1312826,248897,341844,,301770,238877,49039,32652,,335991,242783,62013,75690,,348664,285944,80690,37949,,337065,278129,76688,38929,,217844,153250,33414,19739,,71959,51855,16067,0,
2022-02-21,1446139,1086582,257591,276428,,1131386,896674,192764,171730,,1699276,1316700,250537,341844,,301975,239298,49277,32652,,336917,243620,62287,75690,,349177,286637,81075,37949,,337673,278827,77237,38929,,218090,153597,33516,19739,,72026,51992,16120,0,
2022-02-22,1447524,1088996,258968,276428,,1133386,899474,195041,171730,,1702509,1321047,252542,341844,,302267,239759,49494,32652,,338042,244416,62559,75690,,349652,287320,81417,37949,,338156,279381,77588,38929,,218245,153881,33687,19739,,72071,52039,16137,0,
2022-02-23,1448895,1091401,260152,276428,,1135563,901995,197274,171730,,1705570,1324647,253917,341844,,302546,240307,49709,32652,,339389,245585,62906,75690,,350278,287998,81711,37949,,338708,280107,77925,38929,,218411,154172,33847,19739,,72140,52147,16216,0,
2022-02-24,1450945,1094790,261593,276428,,1137788,904994,199119,171730,,1709544,1329836,255884,341844,,302883,240999,49945,32652,,341301,247281,63571,75690,,350823,288746,82159,37949,,339437,280933,78423,38929,,218720,154600,34177,19739,,72298,52369,16283,0,
2022-02-25,1452062,1096469,262413,276428,,1139414,907273,200591,171730,,1712739,1333901,257251,341844,,303021,241286,50042,32652,,342183,247968,63766,75690,,351161,289155,82343,37949,,339759,281278,78586,38929,,218920,154874,34312,19739,,72361,52488,16363,0,
2022-02-26,1452721,1097503,263032,276428,,1140274,908317,201251,171730,,1713783,1335229,257738,341844,,303090,241383,50083,32652,,342415,248250,63839,75690,,351289,289334,82424,37949,,339868,281487,78691,38929,,218977,155051,34342,19739,,72389,52559,16383,0,
2022-02-27,1452808,1097634,263120,276428,,1140447,908647,201487,171730,,1713861,1335325,257847,341844,,303109,241383,50096,32652,,342420,248277,63844,75690,,351289,289334,82424,37949,,339876,281504,78697,38929,,218979,155051,34343,19739,,72389,52560,16383,0,
2022-02-28,1452896,1097782,263274,276428,,1140506,908893,201518,171730,,1713904,1335379,257888,341844,,303113,241389,50102,32652,,342448,248338,63855,75690,,351293,289336,82424,37949,,339878,281535,78708,38929,,218979,155051,34343,19739,,72389,52560,16383,0,
2022-03-01,1452934,1097884,263413,276428,,1140553,908993,201598,171730,,1713941,1335413,257938,341844,,303129,241401,50132,32652,,342456,248351,63876,75690,,351295,289341,82424,37949,,339878,281540,78711,38929,,218979,155051,34343,19739,,72389,52560,16383,0,
2022-03-02,1454256,1100103,265212,276428,,1142306,912112,204100,171730,,1716074,1338481,259404,341844,,303347,241773,50357,32652,,343983,249498,64120,75690,,351574,289910,82700,37949,,340100,282110,79109,38929,,219109,155274,34431,19739,,72434,52646,16411,0,
2022-03-03,1454801,1101034,265685,276428,,1142694,912347,204655,171730,,1717415,1340316,260202,341844,,303462,241995,50462,32652,,344439,249868,64247,75690,,351825,290236,82901,37949,,340217,282312,79181,38929,,219139,155330,34432,19739,,72501,52770,16472,0,
2022-03-04,1458104,1106282,269402,276428,,1147303,919384,211492,171730,,1722630,1347492,260202,341844,,304009,243023,50942,32652,,345758,251482,64881,75690,,352824,292272,83971,37949,,340998,283808,80140,38929,,219396,155778,34697,19739,,72724,53115,16595,0,
2022-03-05,1459235,1107772,270562,276428,,1148059,920390,212504,171730,,1723301,1348438,264725,341844,,304267,243329,51093,32652,,346056,251823,65021,75690,,353085,292600,84171,37949,,341395,284422,80340,38929,,219418,155895,34710,19739,,72743,53152,16623,0,
2022-03-06,1459342,1107883,270700,276428,,1148338,920734,212900,171730,,1723643,1348845,265002,341844,,304276,243353,51102,32652,,346074,251839,65027,75690,,353092,292606,84177,37949,,341398,284433,80342,38929,,219418,155895,34710,19739,,72743,53152,16623,0,
2022-03-07,1460165,1108815,271619,276428,,1149695,922445,214615,171730,,1725945,1351389,266243,341844,,304599,243738,51289,32652,,346402,252187,65179,75690,,353401,293070,84468,37949,,341673,284776,80636,38929,,219492,155983,34749,19739,,72768,53188,16646,0,
2022-03-08,1460793,1109670,272507,276428,,1150767,923781,216100,171730,,1728131,1353761,267396,341844,,304931,244069,51460,32652,,346666,252758,65356,75690,,353581,293504,84700,37949,,341962,285163,81098,38929,,219529,156043,34781,19739,,72800,53218,16656,0,
2022-03-09,1461418,1110678,273603,276428,,1151960,925199,218344,171730,,1730022,1356273,268824,341844,,305345,244507,52051,32652,,347185,253465,65679,75690,,353925,294056,84966,37949,,342363,285582,81492,38929,,219575,156137,34873,19739,,72818,53250,16674,0,
2022-03-10,1462316,1111930,274786,276428,,1153490,926853,220770,171730,,1732379,1359097,270738,341844,,305753,244956,52551,32652,,347646,254034,65948,75690,,354251,294664,85347,37949,,343081,286183,81952,38929,,219646,156316,34962,19739,,72847,53306,16736,0,
2022-03-11,1463429,1113633,276500,276428,,1155136,929117,223930,171730,,1734589,1361871,272848,341844,,306296,245526,53026,32652,,348171,254796,66301,75690,,354591,295204,85777,37949,,343606,286793,82468,38929,,219703,156403,35029,19739,,72886,53364,16782,0,
2022-03-12,1463694,1114050,276937,276428,,1155587,929620,224897,171730,,1735225,1362467,273686,341844,,306561,245712,53194,32652,,348318,254973,66512,75690,,354640,295244,85815,37949,,343911,287091,82729,38929,,219705,156403,35032,19739,,72887,53367,16783,0,
2022-03-13,1463908,1114285,277151,276428,,1155909,929707,226594,171730,,1735228,1362476,273797,341844,,306566,245754,53302,32652,,348374,255029,66663,75690,,354645,295244,85834,37949,,343952,287145,82734,38929,,219705,156403,35032,19739,,72887,53369,16783,0,
2022-03-14,1466921,1118669,280828,276428,,1157666,930538,230455,171730,,1735837,1362852,274551,341844,,306979,246270,53853,32652,,353380,258887,68538,75690,,355203,295716,86280,37949,,345416,288271,84084,38929,,220220,156987,35374,19739,,73091,53566,16887,0,
2022-03-15,1468153,1120348,282893,276428,,1159456,932498,233110,171730,,1738436,1365565,277971,341844,,307514,246676,54439,32652,,354548,260460,69383,75690,,355641,296321,86922,37949,,345982,288900,85139,38929,,220325,157143,35498,19739,,73172,53627,16926,0,
2022-03-16,1469276,1122493,285190,276428,,1161623,934614,235752,171730,,1741128,1369306,282971,341844,,308251,247306,55735,32652,,356000,262334,70508,75690,,356050,297100,87881,37949,,346645,289841,86697,38929,,220488,157441,35808,19739,,73290,53827,17135,0,
2022-03-17,1470093,1123599,286516,276428,,1162916,936063,237172,171730,,1743051,1371762,286011,341844,,308751,247629,56332,32652,,356698,263510,71102,75690,,356341,297506,88332,37949,,346976,290214,87486,38929,,220607,157599,36012,19739,,73372,53893,17222,0,
2022-03-18,1470795,1124791,287963,276428,,1164555,937931,238864,171730,,1744679,1373996,287750,341844,,309626,248105,56745,32652,,357367,264678,71379,75690,,356696,297975,88686,37949,,347410,290704,87780,38929,,220775,157798,36212,19739,,73440,53962,17248,0,
2022-03-19,1471288,1125421,288600,276428,,1165172,938617,239621,171730,,1745098,1374689,288277,341844,,310027,248341,56949,32652,,357675,264950,71544,75690,,356817,298159,88822,37949,,347857,290963,88004,38929,,220787,157811,36220,19739,,73449,53975,17256,0,
2022-03-20,1471369,1125508,288662,276428,,1165294,938785,239894,171730,,1745175,1374838,288624,341844,,310057,248356,57000,32652,,357679,264955,71544,75690,,356819,298159,88822,37949,,347859,290963,88004,38929,,220787,157811,36220,19739,,73449,53975,17256,0,
2022-03-21,1472038,1126313,289666,276428,,1166296,939857,241464,171730,,1745990,1375974,289942,341844,,310456,248602,57247,32652,,358162,265499,71822,75690,,356992,298385,89038,37949,,348176,291291,88360,38929,,220860,157972,36317,19739,,73481,54043,17350,0,
2022-03-22,1472748,1127236,290954,276428,,1167876,941257,243329,171730,,1746883,1377450,291702,341844,,311127,249006,57530,32652,,358716,266301,72088,75690,,357220,298768,89416,37949,,348478,291565,88719,38929,,220921,158077,36378,19739,,73514,54120,17422,0,
2022-03-23,1473408,1128109,292063,276428,,1169315,942856,245252,171730,,1748149,1379589,293771,341844,,312063,249593,57812,32652,,358983,266540,72300,75690,,357459,299034,89731,37949,,348873,291914,89128,38929,,221022,158224,36412,19739,,73601,54203,17475,0,
2022-03-24,1473901,1128789,292785,276428,,1170282,944190,246740,171730,,1748905,1380878,294925,341844,,312586,249916,58062,32652,,359265,266770,72436,75690,,357603,299247,89965,37949,,349146,292130,89465,38929,,221066,158314,36434,19739,,73617,54233,17507,0,
2022-03-25,1475000,1130292,294443,276428,,1171832,946444,249292,171730,,1749802,1382313,296575,341844,,313851,250595,58529,32652,,360250,267972,72809,75690,,357820,299631,90398,37949,,349652,292689,89966,38929,,221185,158485,36552,19739,,73696,54356,17592,0,
2022-03-26,1475361,1130783,294848,276428,,1172104,947027,250051,171730,,1750020,1382725,297163,341844,,314067,250727,58706,32652,,360299,268027,72876,75690,,357862,299729,90445,37949,,349888,292908,90140,38929,,221201,158498,36575,19739,,73705,54359,17604,0,
2022-03-27,1475470,1130904,295003,276428,,1172192,947184,250350,171730,,1750147,1382923,297499,341844,,314115,250757,58739,32652,,360307,268032,72877,75690,,357863,299729,90445,37949,,349908,292922,90156,38929,,221201,158498,36575,19739,,73705,54359,17604,0,
2022-03-28,1476331,1132210,296607,276428,,1173165,948526,251906,171730,,1750751,1384026,299157,341844,,314705,251119,59070,32652,,360687,268550,73146,75690,,358012,299974,90695,37949,,350228,293234,90693,38929,,221236,158676,36660,19739,,73760,54430,17648,0,
2022-03-29,1476921,1132916,297685,276428,,1173893,949543,253348,171730,,1751609,1385549,300873,341844,,315179,251345,59402,32652,,360976,268889,73329,75690,,358155,300205,91046,37949,,350460,293514,91230,38929,,221277,158738,36693,19739,,73793,54463,17666,0,
2022-03-30,1477518,1133805,298719,276428,,1174749,951011,254811,171730,,1752415,1386817,302745,341844,,315526,251731,59746,32652,,361242,269331,73592,75690,,358314,300451,91379,37949,,350752,293889,91849,38929,,221317,158795,36734,19739,,73842,54516,17703,0,
2022-03-31,1478430,1135044,300144,276428,,1175650,952587,256412,171730,,1753120,1388244,304359,341844,,316103,252243,60268,32652,,361486,269736,73912,75690,,358526,300764,91765,37949,,351102,294395,92970,38929,,221345,158899,36810,19739,,73879,54582,17722,0,
2022-04-01,1479286,1136369,301419,276428,,1176696,954185,258218,171730,,1753621,1389276,305324,341844,,316569,252674,60493,32652,,361925,270255,74177,75690,,358731,301057,91968,37949,,351325,294686,93308,38929,,221431,159046,36835,19739,,73962,54656,17760,0,
2022-04-02,1479811,1137008,302007,276428,,1177028,954653,258812,171730,,1753903,1389780,305604,341844,,316944,252951,60520,32652,,362004,270381,74216,75690,,358827,301196,91982,37949,,351467,294919,93331,38929,,221476,159072,36856,19739,,73963,54669,17770,0,
2022-04-03,1479969,1137135,302095,276428,,1177106,954739,259222,171730,,1753944,1389902,305660,341844,,316979,253011,60520,32652,,362012,270389,74217,75690,,358827,301197,91982,37949,,351467,294921,93332,38929,,221476,159072,36856,19739,,73963,54669,17770,0,
2022-04-04,1480743,1137989,303127,276428,,1177581,955330,260158,171730,,1754380,1390887,305951,341844,,317326,253315,60598,32652,,362225,270694,74256,75690,,358946,301463,92031,37949,,351554,295093,93380,38929,,221574,159173,36878,19739,,73980,54697,17782,0,
2022-04-05,1481455,1138945,304142,276428,,1178218,956234,261205,171730,,1754795,1391882,306195,341844,,317669,253583,60628,32652,,362436,271099,74347,75690,,359115,301756,92082,37949,,351761,295413,93476,38929,,221698,159312,36908,19739,,73994,54728,17811,0,
2022-04-06,1481777,1139220,304795,276428,,1178452,956520,262127,171730,,1755027,1392212,306512,341844,,317716,253640,60638,32652,,362628,271309,74356,75690,,359136,301819,92083,37949,,351806,295473,93484,38929,,221713,159328,36981,19739,,74006,54747,17822,0,
2022-04-07,1482220,1139716,305476,276428,,1178816,957005,263061,171730,,1755294,1392752,306750,341844,,317962,253887,60641,32652,,362812,271801,74363,75690,,359222,301944,92095,37949,,351960,295663,93495,38929,,221743,159375,36983,19739,,74024,54785,17835,0,
2022-04-08,1483035,1140727,305989,276428,,1179748,958779,264413,171730,,1756126,1394521,306983,341844,,318555,254744,60641,32652,,363066,272355,74366,75690,,359464,302390,92096,37949,,352235,296079,93497,38929,,221775,159483,36984,19739,,74034,54813,17837,0,
2022-04-09,1483436,1141231,306450,276428,,1180004,959233,264992,171730,,1756373,1395003,307166,341844,,318789,255048,60641,32652,,363200,272639,74366,75690,,359521,302522,92097,37949,,352342,296292,93497,38929,,221781,159502,36984,19739,,74043,54828,17840,0,
